Timestamp,ppgRed 
1684327350718,4941190 
1684327350728,4941396 
1684327350738,4941576 
1684327350748,4941482 
1684327350758,4941566 
1684327350768,4941414 
1684327350778,4941373 
1684327350789,4941245 
1684327350798,4941177 
1684327350811,4941486 
1684327350818,4941394 
1684327350828,4941329 
1684327350838,4941286 
1684327350849,4941127 
1684327350858,4941189 
1684327350868,4941147 
1684327350878,4941026 
1684327350889,4940803 
1684327350898,4940588 
1684327350913,4940527 
1684327350918,4940572 
1684327350928,4940202 
1684327350938,4939894 
1684327350949,4939679 
1684327350958,4940044 
1684327350968,4940057 
1684327350978,4940661 
1684327350988,4941029 
1684327350998,4941500 
1684327351009,4941573 
1684327351018,4941457 
1684327351029,4941443 
1684327351038,4940934 
1684327351048,4940749 
1684327351058,4940779 
1684327351069,4940695 
1684327351078,4940445 
1684327351089,4940276 
1684327351098,4940114 
1684327351109,4940125 
1684327351118,4940312 
1684327351128,4940411 
1684327351138,4940684 
1684327351149,4940626 
1684327351158,4940938 
1684327351168,4940907 
1684327351178,4940876 
1684327351189,4940958 
1684327351198,4941044 
1684327351209,4941021 
1684327351218,4940889 
1684327351229,4940882 
1684327351238,4940739 
1684327351248,4940562 
1684327351258,4940636 
1684327351268,4940518 
1684327351278,4940502 
1684327351288,4940477 
1684327351298,4940427 
1684327351310,4940473 
1684327351318,4940300 
1684327351329,4939848 
1684327351338,4939744 
1684327351348,4939427 
1684327351358,4939436 
1684327351369,4939453 
1684327351378,4939554 
1684327351389,4939457 
1684327351398,4939395 
1684327351409,4939271 
1684327351418,4939273 
1684327351429,4939026 
1684327351438,4938741 
1684327351448,4938213 
1684327351458,4937861 
1684327351469,4937590 
1684327351478,4937638 
1684327351489,4937293 
1684327351498,4937191 
1684327351509,4937501 
1684327351518,4937155 
1684327351529,4937341 
1684327351538,4937235 
1684327351550,4937019 
1684327351558,4936985 
1684327351569,4936848 
1684327351578,4936714 
1684327351590,4936863 
1684327351598,4937497 
1684327351609,4938017 
1684327351618,4938250 
1684327351630,4938477 
1684327351638,4938604 
1684327351649,4938216 
1684327351658,4937784 
1684327351671,4937612 
1684327351679,4937094 
1684327351691,4937045 
1684327351698,4937000 
1684327351710,4936573 
1684327351719,4936505 
1684327351729,4936320 
1684327351738,4936123 
1684327351749,4936145 
1684327351758,4935825 
1684327351769,4935844 
1684327351778,4935727 
1684327351789,4935733 
1684327351798,4935408 
1684327351809,4935235 
1684327351818,4934653 
1684327351829,4934497 
1684327351838,4934287 
1684327351849,4934041 
1684327351858,4933777 
1684327351870,4933573 
1684327351878,4933545 
1684327351890,4933666 
1684327351898,4933764 
1684327351911,4933402 
1684327351919,4933346 
1684327351930,4933167 
1684327351938,4932760 
1684327351949,4932764 
1684327351959,4932408 
1684327351969,4932214 
1684327351978,4931965 
1684327351989,4931607 
1684327351999,4931548 
1684327352010,4931364 
1684327352019,4931399 
1684327352029,4931118 
1684327352039,4930925 
1684327352049,4930583 
1684327352058,4930396 
1684327352069,4930054 
1684327352079,4929872 
1684327352089,4929734 
1684327352099,4929310 
1684327352110,4929363 
1684327352119,4929239 
1684327352129,4928947 
1684327352139,4928624 
1684327352149,4928542 
1684327352159,4928394 
1684327352169,4928208 
1684327352179,4928299 
1684327352189,4928225 
1684327352199,4928209 
1684327352210,4928092 
1684327352219,4927844 
1684327352229,4927643 
1684327352239,4927360 
1684327352249,4927478 
1684327352259,4927346 
1684327352269,4927324 
1684327352279,4927319 
1684327352289,4926851 
1684327352299,4926932 
1684327352311,4926628 
1684327352319,4926381 
1684327352329,4926349 
1684327352339,4926174 
1684327352349,4926009 
1684327352359,4925798 
1684327352370,4925952 
1684327352379,4925628 
1684327352389,4925504 
1684327352399,4925484 
1684327352410,4925385 
1684327352419,4925430 
1684327352429,4925308 
1684327352439,4925276 
1684327352449,4925056 
1684327352459,4925004 
1684327352469,4924915 
1684327352479,4924933 
1684327352489,4924965 
1684327352499,4924937 
1684327352510,4924659 
1684327352519,4924409 
1684327352530,4924467 
1684327352539,4924327 
1684327352551,4924078 
1684327352559,4924053 
1684327352569,4924005 
1684327352579,4923980 
1684327352590,4923751 
1684327352599,4923649 
1684327352610,4923736 
1684327352619,4923436 
1684327352629,4923443 
1684327352639,4923332 
1684327352649,4923249 
1684327352659,4923216 
1684327352669,4923323 
1684327352679,4923364 
1684327352689,4923159 
1684327352699,4923136 
1684327352711,4922641 
1684327352719,4922424 
1684327352729,4922242 
1684327352739,4921728 
1684327352750,4921837 
1684327352759,4921566 
1684327352769,4921507 
1684327352779,4921267 
1684327352790,4921162 
1684327352801,4920869 
1684327352810,4920674 
1684327352819,4920588 
1684327352830,4920423 
1684327352839,4920117 
1684327352849,4920046 
1684327352859,4920035 
1684327352870,4920046 
1684327352879,4919760 
1684327352889,4919853 
1684327352899,4919553 
1684327352910,4919099 
1684327352919,4918891 
1684327352929,4918928 
1684327352939,4919047 
1684327352951,4918842 
1684327352961,4918958 
1684327352969,4918871 
1684327352979,4918550 
1684327352990,4918412 
1684327352999,4918210 
1684327353010,4918103 
1684327353019,4917914 
1684327353029,4917760 
1684327353039,4917840 
1684327353050,4917880 
1684327353059,4918210 
1684327353070,4918032 
1684327353079,4918073 
1684327353089,4917641 
1684327353099,4917128 
1684327353110,4916985 
1684327353119,4916987 
1684327353129,4916853 
1684327353140,4917053 
1684327353150,4916889 
1684327353159,4916731 
1684327353170,4916681 
1684327353179,4916426 
1684327353190,4915989 
1684327353199,4915790 
1684327353210,4915633 
1684327353219,4915737 
1684327353230,4915910 
1684327353239,4915924 
1684327353250,4916039 
1684327353259,4916049 
1684327353270,4915788 
1684327353279,4915411 
1684327353290,4915287 
1684327353300,4915126 
1684327353311,4915077 
1684327353319,4915154 
1684327353330,4914977 
1684327353339,4914986 
1684327353350,4915084 
1684327353359,4914869 
1684327353370,4914696 
1684327353379,4914630 
1684327353390,4914278 
1684327353399,4914206 
1684327353410,4914323 
1684327353420,4914201 
1684327353430,4914169 
1684327353440,4913995 
1684327353450,4913716 
1684327353460,4913529 
1684327353470,4913325 
1684327353480,4913219 
1684327353490,4912962 
1684327353501,4912911 
1684327353511,4912639 
1684327353521,4912766 
1684327353530,4912447 
1684327353539,4912162 
1684327353550,4912023 
1684327353560,4911880 
1684327353570,4911744 
1684327353580,4911626 
1684327353591,4911671 
1684327353600,4911229 
1684327353610,4911040 
1684327353620,4910900 
1684327353630,4910721 
1684327353640,4910511 
1684327353650,4910494 
1684327353660,4910497 
1684327353670,4910309 
1684327353680,4910403 
1684327353690,4909993 
1684327353700,4909686 
1684327353711,4909599 
1684327353720,4909525 
1684327353730,4909526 
1684327353740,4909473 
1684327353750,4909357 
1684327353760,4909405 
1684327353770,4909276 
1684327353780,4909184 
1684327353790,4908890 
1684327353801,4909001 
1684327353811,4908665 
1684327353820,4908434 
1684327353830,4908170 
1684327353841,4908122 
1684327353850,4907770 
1684327353861,4907924 
1684327353871,4907750 
1684327353883,4907765 
1684327353890,4907834 
1684327353900,4907818 
1684327353911,4907704 
1684327353920,4907511 
1684327353930,4907182 
1684327353940,4907066 
1684327353950,4907214 
1684327353961,4907345 
1684327353970,4907140 
1684327353980,4907083 
1684327353990,4907109 
1684327354006,4906792 
1684327354011,4906650 
1684327354020,4906504 
1684327354030,4906674 
1684327354040,4906578 
1684327354050,4906494 
1684327354064,4906304 
1684327354070,4906106 
1684327354080,4905767 
1684327354090,4905117 
1684327354100,4904769 
1684327354111,4904696 
1684327354120,4904436 
1684327354130,4904222 
1684327354140,4903950 
1684327354150,4903815 
1684327354160,4903808 
1684327354170,4903638 
1684327354180,4903311 
1684327354190,4902817 
1684327354200,4902494 
1684327354211,4901973 
1684327354220,4901510 
1684327354230,4900944 
1684327354240,4900258 
1684327354250,4900076 
1684327354261,4899583 
1684327354271,4899048 
1684327354280,4898896 
1684327354290,4898699 
1684327354300,4898096 
1684327354312,4897615 
1684327354320,4897123 
1684327354330,4896413 
1684327354340,4896129 
1684327354350,4895970 
1684327354360,4895706 
1684327354370,4895488 
1684327354380,4895230 
1684327354390,4894847 
1684327354400,4894502 
1684327354411,4894215 
1684327354420,4893682 
1684327354431,4893318 
1684327354441,4893183 
1684327354450,4892787 
1684327354460,4892641 
1684327354470,4892555 
1684327354481,4892267 
1684327354491,4891993 
1684327354500,4891845 
1684327354511,4891456 
1684327354520,4891343 
1684327354530,4891177 
1684327354540,4891022 
1684327354551,4890852 
1684327354561,4890498 
1684327354570,4890189 
1684327354581,4889764 
1684327354591,4889838 
1684327354600,4889646 
1684327354611,4889605 
1684327354620,4889609 
1684327354631,4889637 
1684327354640,4889772 
1684327354650,4889568 
1684327354660,4889469 
1684327354671,4889166 
1684327354681,4889057 
1684327354690,4888770 
1684327354700,4888817 
1684327354712,4888910 
1684327354720,4889132 
1684327354731,4889437 
1684327354740,4889401 
1684327354751,4889318 
1684327354760,4888871 
1684327354771,4888881 
1684327354780,4888497 
1684327354791,4888557 
1684327354800,4888791 
1684327354811,4888632 
1684327354820,4888576 
1684327354831,4888456 
1684327354840,4888039 
1684327354851,4887835 
1684327354860,4887751 
1684327354871,4887348 
1684327354880,4887325 
1684327354891,4887337 
1684327354900,4887341 
1684327354912,4887507 
1684327354920,4887745 
1684327354931,4887904 
1684327354940,4888222 
1684327354951,4887944 
1684327354961,4888053 
1684327354971,4888029 
1684327354980,4888026 
1684327354991,4888231 
1684327355000,4888118 
1684327355012,4888215 
1684327355020,4887957 
1684327355031,4887366 
1684327355040,4887314 
1684327355051,4887130 
1684327355060,4887081 
1684327355071,4887239 
1684327355081,4887319 
1684327355091,4887618 
1684327355101,4888138 
1684327355112,4888414 
1684327355121,4888600 
1684327355131,4888504 
1684327355141,4888326 
1684327355151,4888038 
1684327355161,4887551 
1684327355171,4887264 
1684327355181,4887004 
1684327355191,4886725 
1684327355201,4886580 
1684327355212,4886338 
1684327355221,4886585 
1684327355231,4886409 
1684327355241,4886307 
1684327355251,4886152 
1684327355261,4886148 
1684327355273,4885938 
1684327355281,4886024 
1684327355291,4885600 
1684327355302,4885719 
1684327355315,4885626 
1684327355321,4885553 
1684327355331,4885747 
1684327355341,4885687 
1684327355351,4885702 
1684327355361,4885695 
1684327355371,4885718 
1684327355381,4885571 
1684327355392,4885818 
1684327355401,4885754 
1684327355412,4885462 
1684327355421,4885343 
1684327355431,4884944 
1684327355441,4884877 
1684327355451,4884970 
1684327355461,4885065 
1684327355471,4885259 
1684327355481,4885362 
1684327355491,4885243 
1684327355501,4885226 
1684327355513,4884670 
1684327355521,4884756 
1684327355531,4884652 
1684327355542,4884703 
1684327355551,4884759 
1684327355561,4884674 
1684327355571,4884586 
1684327355581,4884157 
1684327355591,4883807 
1684327355601,4883182 
1684327355612,4882916 
1684327355621,4882583 
1684327355631,4882603 
1684327355641,4882173 
1684327355651,4882174 
1684327355661,4882069 
1684327355672,4881890 
1684327355681,4881784 
1684327355691,4881455 
1684327355701,4881027 
1684327355713,4880980 
1684327355721,4880658 
1684327355731,4880510 
1684327355741,4880325 
1684327355752,4880124 
1684327355761,4880093 
1684327355771,4880156 
1684327355781,4880185 
1684327355791,4880172 
1684327355801,4880052 
1684327355812,4879985 
1684327355821,4879636 
1684327355831,4879464 
1684327355841,4879252 
1684327355851,4878953 
1684327355861,4879057 
1684327355872,4879077 
1684327355881,4878959 
1684327355891,4878795 
1684327355901,4878821 
1684327355912,4878649 
1684327355921,4878588 
1684327355931,4878329 
1684327355941,4878209 
1684327355953,4878076 
1684327355961,4877812 
1684327355971,4877820 
1684327355981,4877758 
1684327355992,4877655 
1684327356001,4877632 
1684327356012,4877605 
1684327356021,4877457 
1684327356033,4877270 
1684327356041,4876822 
1684327356052,4876521 
1684327356061,4876440 
1684327356072,4876464 
1684327356081,4876488 
1684327356091,4876286 
1684327356101,4876235 
1684327356113,4875995 
1684327356121,4875929 
1684327356131,4875900 
1684327356141,4875806 
1684327356152,4875549 
1684327356161,4875670 
1684327356171,4875552 
1684327356181,4875477 
1684327356192,4875277 
1684327356201,4874942 
1684327356212,4875009 
1684327356221,4874852 
1684327356233,4874943 
1684327356241,4874627 
1684327356252,4874461 
1684327356261,4874552 
1684327356273,4874258 
1684327356281,4874062 
1684327356292,4873961 
1684327356301,4873805 
1684327356314,4873844 
1684327356322,4873597 
1684327356332,4873258 
1684327356341,4873141 
1684327356352,4872944 
1684327356361,4872835 
1684327356372,4872752 
1684327356381,4872833 
1684327356392,4872522 
1684327356401,4872427 
1684327356413,4872270 
1684327356421,4872261 
1684327356433,4872055 
1684327356443,4871909 
1684327356452,4871956 
1684327356461,4871800 
1684327356472,4871886 
1684327356481,4871875 
1684327356492,4871885 
1684327356501,4871745 
1684327356513,4871429 
1684327356521,4871096 
1684327356532,4871097 
1684327356541,4870995 
1684327356552,4870835 
1684327356561,4870630 
1684327356573,4870466 
1684327356581,4870501 
1684327356593,4870363 
1684327356602,4870190 
1684327356612,4869684 
1684327356621,4869309 
1684327356632,4869025 
1684327356641,4869004 
1684327356652,4869154 
1684327356661,4869229 
1684327356672,4869167 
1684327356682,4869090 
1684327356692,4868877 
1684327356701,4868625 
1684327356714,4868362 
1684327356722,4868441 
1684327356732,4868124 
1684327356743,4868140 
1684327356752,4868029 
1684327356762,4868182 
1684327356773,4868111 
1684327356782,4867995 
1684327356792,4867792 
1684327356802,4867751 
1684327356813,4867829 
1684327356822,4867890 
1684327356832,4867562 
1684327356842,4867515 
1684327356852,4867420 
1684327356862,4867234 
1684327356873,4867298 
1684327356882,4867084 
1684327356892,4867058 
1684327356902,4867061 
1684327356913,4866930 
1684327356922,4866903 
1684327356933,4866845 
1684327356942,4866659 
1684327356952,4866496 
1684327356962,4866144 
1684327356972,4865824 
1684327356982,4865672 
1684327356992,4865448 
1684327357002,4865190 
1684327357013,4865295 
1684327357022,4864956 
1684327357032,4864533 
1684327357042,4864563 
1684327357053,4864241 
1684327357062,4864157 
1684327357073,4864155 
1684327357082,4864270 
1684327357093,4864298 
1684327357102,4864692 
1684327357113,4864898 
1684327357122,4864987 
1684327357133,4865161 
1684327357142,4864855 
1684327357153,4864545 
1684327357162,4864219 
1684327357172,4864040 
1684327357182,4863973 
1684327357192,4864404 
1684327357202,4864691 
1684327357213,4865126 
1684327357222,4865625 
1684327357232,4866205 
1684327357242,4866767 
1684327357253,4867257 
1684327357263,4867348 
1684327357272,4867943 
1684327357282,4869123 
1684327357292,4870874 
1684327357302,4873137 
1684327357313,4876637 
1684327357322,4880028 
1684327357332,4882437 
1684327357342,4883779 
1684327357353,4882864 
1684327357362,4881151 
1684327357372,4879764 
1684327357382,4879049 
1684327357392,4878607 
1684327357402,4878078 
1684327357413,4877863 
1684327357422,4877458 
1684327357432,4876933 
1684327357442,4876292 
1684327357452,4875646 
1684327357462,4875060 
1684327357473,4874086 
1684327357482,4873122 
1684327357492,4872230 
1684327357502,4871851 
1684327357513,4871624 
1684327357522,4871445 
1684327357532,4871275 
1684327357542,4870777 
1684327357554,4870037 
1684327357562,4869105 
1684327357572,4868442 
1684327357582,4868028 
1684327357593,4868029 
1684327357602,4867992 
1684327357613,4867965 
1684327357622,4868116 
1684327357632,4867915 
1684327357642,4867470 
1684327357652,4866929 
1684327357662,4866538 
1684327357673,4865955 
1684327357682,4865812 
1684327357692,4865176 
1684327357702,4865336 
1684327357713,4865429 
1684327357722,4865509 
1684327357732,4865628 
1684327357742,4865542 
1684327357753,4865110 
1684327357762,4864873 
1684327357774,4864801 
1684327357782,4865184 
1684327357794,4865333 
1684327357802,4865527 
1684327357813,4865722 
1684327357823,4865722 
1684327357833,4865536 
1684327357842,4865300 
1684327357853,4864673 
1684327357862,4864140 
1684327357876,4863570 
1684327357882,4863206 
1684327357892,4862937 
1684327357902,4862574 
1684327357914,4862172 
1684327357922,4861440 
1684327357933,4860666 
1684327357942,4860042 
1684327357954,4859596 
1684327357962,4859223 
1684327357973,4859036 
1684327357982,4858870 
1684327357993,4858634 
1684327358002,4858354 
1684327358013,4858394 
1684327358022,4858253 
1684327358033,4858673 
1684327358042,4859053 
1684327358053,4859734 
1684327358062,4860039 
1684327358073,4860498 
1684327358082,4861343 
1684327358093,4861937 
1684327358102,4862950 
1684327358114,4864269 
1684327358122,4865196 
1684327358133,4866074 
1684327358142,4866310 
1684327358153,4865885 
1684327358163,4865453 
1684327358173,4865538 
1684327358183,4865906 
1684327358193,4866955 
1684327358202,4868242 
1684327358213,4868840 
1684327358222,4869010 
1684327358233,4868985 
1684327358243,4868300 
1684327358254,4867800 
1684327358263,4867228 
1684327358273,4866895 
1684327358283,4867047 
1684327358293,4867547 
1684327358302,4868049 
1684327358315,4868170 
1684327358323,4868487 
1684327358333,4868285 
1684327358343,4868343 
1684327358354,4868552 
1684327358363,4868641 
1684327358373,4868734 
1684327358383,4868913 
1684327358393,4869125 
1684327358403,4869084 
1684327358414,4868736 
1684327358423,4868148 
1684327358433,4867316 
1684327358443,4866805 
1684327358453,4866808 
1684327358463,4866857 
1684327358473,4866737 
1684327358483,4866483 
1684327358493,4866437 
1684327358503,4866359 
1684327358514,4866217 
1684327358523,4865596 
1684327358533,4864675 
1684327358543,4864348 
1684327358553,4864166 
1684327358563,4864391 
1684327358573,4864720 
1684327358583,4865123 
1684327358593,4864991 
1684327358603,4864792 
1684327358615,4864415 
1684327358623,4863804 
1684327358633,4863636 
1684327358643,4863715 
1684327358654,4863754 
1684327358663,4864143 
1684327358674,4863904 
1684327358683,4863805 
1684327358693,4863642 
1684327358703,4863650 
1684327358714,4863402 
1684327358723,4863711 
1684327358734,4863953 
1684327358743,4863739 
1684327358753,4864072 
1684327358763,4863839 
1684327358773,4863516 
1684327358783,4863264 
1684327358794,4863228 
1684327358803,4863351 
1684327358814,4863822 
1684327358823,4864593 
1684327358833,4865042 
1684327358843,4865106 
1684327358853,4864564 
1684327358863,4864271 
1684327358873,4864108 
1684327358883,4864236 
1684327358893,4864377 
1684327358903,4864662 
1684327358914,4864889 
1684327358923,4864980 
1684327358933,4864393 
1684327358943,4863905 
1684327358953,4863895 
1684327358963,4863780 
1684327358973,4864423 
1684327358983,4865158 
1684327358994,4865995 
1684327359003,4866350 
1684327359014,4867049 
1684327359023,4867095 
1684327359033,4867318 
1684327359043,4867540 
1684327359053,4868269 
1684327359063,4868735 
1684327359073,4869745 
1684327359083,4870837 
1684327359094,4871925 
1684327359103,4873186 
1684327359114,4874022 
1684327359123,4875390 
1684327359133,4876110 
1684327359143,4876816 
1684327359154,4877521 
1684327359163,4878629 
1684327359174,4880216 
1684327359183,4882384 
1684327359194,4884950 
1684327359203,4886679 
1684327359214,4887661 
1684327359223,4888557 
1684327359234,4889195 
1684327359243,4890041 
1684327359253,4890623 
1684327359263,4890686 
1684327359274,4890323 
1684327359283,4889445 
1684327359294,4888739 
1684327359303,4888769 
1684327359314,4889044 
1684327359323,4889462 
1684327359333,4889589 
1684327359343,4889520 
1684327359354,4889176 
1684327359363,4888620 
1684327359373,4888116 
1684327359384,4887784 
1684327359394,4887367 
1684327359403,4887081 
1684327359414,4886570 
1684327359423,4885981 
1684327359434,4886160 
1684327359443,4886339 
1684327359453,4886646 
1684327359463,4886881 
1684327359474,4886654 
1684327359483,4886504 
1684327359494,4886165 
1684327359503,4885705 
1684327359515,4885864 
1684327359523,4885754 
1684327359534,4886027 
1684327359543,4885946 
1684327359554,4886249 
1684327359563,4886420 
1684327359574,4886427 
1684327359583,4886866 
1684327359594,4887425 
1684327359603,4887434 
1684327359614,4887705 
1684327359623,4887921 
1684327359634,4888077 
1684327359644,4888608 
1684327359654,4888847 
1684327359663,4888525 
1684327359674,4889247 
1684327359684,4889649 
1684327359694,4889780 
1684327359704,4889970 
1684327359715,4890287 
1684327359724,4889826 
1684327359734,4889686 
1684327359744,4889428 
1684327359754,4889162 
1684327359764,4888713 
1684327359774,4888039 
1684327359784,4887448 
1684327359796,4887005 
1684327359804,4886421 
1684327359814,4885900 
1684327359824,4885544 
1684327359834,4884847 
1684327359844,4883416 
1684327359854,4882454 
1684327359865,4881270 
1684327359874,4880564 
1684327359884,4880148 
1684327359894,4880089 
1684327359903,4879935 
1684327359915,4879781 
1684327359924,4879743 
1684327359934,4879621 
1684327359944,4879104 
1684327359954,4878389 
1684327359964,4877937 
1684327359974,4877686 
1684327359985,4877684 
1684327359994,4878138 
1684327360005,4878207 
1684327360015,4877754 
1684327360027,4877234 
1684327360034,4876199 
1684327360045,4875699 
1684327360054,4874993 
1684327360065,4874448 
1684327360074,4874327 
1684327360085,4874531 
1684327360094,4874829 
1684327360104,4874965 
1684327360115,4874667 
1684327360124,4874531 
1684327360134,4874101 
1684327360144,4874022 
1684327360154,4873868 
1684327360164,4873947 
1684327360174,4873767 
1684327360184,4873271 
1684327360194,4873174 
1684327360204,4873160 
1684327360215,4873286 
1684327360224,4873294 
1684327360234,4872890 
1684327360244,4872340 
1684327360254,4871970 
1684327360264,4871630 
1684327360274,4871371 
1684327360284,4871380 
1684327360294,4871466 
1684327360304,4871693 
1684327360315,4871633 
1684327360324,4871215 
1684327360334,4870883 
1684327360344,4870392 
1684327360355,4870134 
1684327360364,4870119 
1684327360374,4870513 
1684327360384,4870990 
1684327360394,4871345 
1684327360404,4871422 
1684327360415,4871286 
1684327360424,4871305 
1684327360436,4871198 
1684327360444,4871359 
1684327360454,4871093 
1684327360464,4871010 
1684327360474,4870909 
1684327360484,4870754 
1684327360494,4870426 
1684327360505,4870362 
1684327360515,4870495 
1684327360525,4870296 
1684327360534,4870319 
1684327360544,4870503 
1684327360554,4870900 
1684327360564,4871022 
1684327360574,4871066 
1684327360584,4870833 
1684327360594,4870625 
1684327360604,4870138 
1684327360615,4869724 
1684327360624,4869687 
1684327360635,4869896 
1684327360644,4870289 
1684327360654,4870128 
1684327360665,4870107 
1684327360675,4869976 
1684327360684,4869568 
1684327360694,4869633 
1684327360704,4869504 
1684327360716,4869527 
1684327360724,4869920 
1684327360734,4870046 
1684327360745,4870354 
1684327360755,4870486 
1684327360764,4870640 
1684327360774,4870677 
1684327360785,4870884 
1684327360795,4870925 
1684327360804,4871237 
1684327360815,4871589 
1684327360824,4871448 
1684327360835,4871601 
1684327360846,4871382 
1684327360855,4871317 
1684327360864,4871489 
1684327360875,4871706 
1684327360884,4871753 
1684327360895,4872223 
1684327360905,4872632 
1684327360916,4873159 
1684327360924,4873278 
1684327360934,4873189 
1684327360950,4873232 
1684327360955,4873138 
1684327360964,4873440 
1684327360975,4873585 
1684327360985,4873819 
1684327360995,4873706 
1684327361005,4873647 
1684327361016,4873428 
1684327361024,4873330 
1684327361035,4873306 
1684327361044,4873530 
1684327361055,4873801 
1684327361064,4873805 
1684327361075,4873878 
1684327361084,4873896 
1684327361095,4873683 
1684327361104,4873741 
1684327361116,4873484 
1684327361124,4873241 
1684327361135,4873143 
1684327361145,4872651 
1684327361155,4872066 
1684327361164,4872076 
1684327361175,4872436 
1684327361184,4872921 
1684327361195,4873562 
1684327361204,4874267 
1684327361216,4874468 
1684327361225,4874246 
1684327361235,4873962 
1684327361245,4873693 
1684327361256,4873166 
1684327361265,4873112 
1684327361275,4873381 
1684327361285,4873738 
1684327361295,4874358 
1684327361305,4874901 
1684327361317,4875817 
1684327361325,4875706 
1684327361335,4875511 
1684327361345,4875482 
1684327361358,4875187 
1684327361365,4875135 
1684327361375,4875231 
1684327361384,4875310 
1684327361395,4875541 
1684327361406,4875579 
1684327361416,4876007 
1684327361425,4876067 
1684327361435,4876170 
1684327361445,4876013 
1684327361455,4876256 
1684327361465,4876398 
1684327361475,4876732 
1684327361485,4877213 
1684327361495,4877506 
1684327361505,4877493 
1684327361516,4877651 
1684327361525,4877605 
1684327361535,4877902 
1684327361545,4877802 
1684327361555,4878085 
1684327361565,4878346 
1684327361575,4878486 
1684327361585,4878524 
1684327361595,4878895 
1684327361605,4879453 
1684327361616,4879290 
1684327361625,4879844 
1684327361635,4880114 
1684327361645,4880284 
1684327361655,4880617 
1684327361665,4880884 
1684327361675,4881041 
1684327361685,4881322 
1684327361695,4881475 
1684327361705,4881654 
1684327361716,4881833 
1684327361725,4881952 
1684327361735,4881556 
1684327361746,4881773 
1684327361755,4881847 
1684327361765,4882175 
1684327361775,4882399 
1684327361785,4882638 
1684327361795,4882827 
1684327361805,4882452 
1684327361816,4882499 
1684327361825,4882448 
1684327361836,4882760 
1684327361845,4882888 
1684327361855,4882787 
1684327361865,4882971 
1684327361875,4883276 
1684327361885,4883455 
1684327361895,4883635 
1684327361905,4883681 
1684327361916,4883847 
1684327361925,4884074 
1684327361935,4884669 
1684327361945,4884967 
1684327361956,4885193 
1684327361965,4885246 
1684327361975,4884954 
1684327361985,4885073 
1684327361996,4885464 
1684327362005,4886116 
1684327362017,4886522 
1684327362025,4887286 
1684327362035,4887581 
1684327362045,4887389 
1684327362056,4887214 
1684327362065,4887030 
1684327362075,4886933 
1684327362085,4886890 
1684327362095,4887085 
1684327362106,4887501 
1684327362116,4887742 
1684327362125,4887858 
1684327362135,4887794 
1684327362145,4887713 
1684327362155,4887412 
1684327362165,4887524 
1684327362175,4887618 
1684327362185,4887687 
1684327362197,4887865 
1684327362205,4887697 
1684327362216,4887662 
1684327362225,4887541 
1684327362236,4887628 
1684327362245,4887838 
1684327362255,4887900 
1684327362265,4888225 
1684327362276,4888046 
1684327362285,4888065 
1684327362297,4888095 
1684327362305,4887872 
1684327362317,4887704 
1684327362325,4887779 
1684327362335,4887745 
1684327362345,4887502 
1684327362356,4887429 
1684327362365,4887107 
1684327362375,4886770 
1684327362385,4886634 
1684327362396,4886338 
1684327362405,4886090 
1684327362416,4885787 
1684327362425,4885638 
1684327362436,4885478 
1684327362445,4885621 
1684327362455,4885584 
1684327362465,4885327 
1684327362476,4885433 
1684327362485,4885227 
1684327362495,4885003 
1684327362505,4884461 
1684327362516,4884246 
1684327362525,4883668 
1684327362536,4883589 
1684327362545,4883445 
1684327362556,4883170 
1684327362565,4882930 
1684327362576,4882820 
1684327362585,4882454 
1684327362596,4882118 
1684327362605,4882009 
1684327362616,4882008 
1684327362625,4881883 
1684327362637,4882047 
1684327362645,4882021 
1684327362657,4881702 
1684327362665,4881316 
1684327362677,4881408 
1684327362686,4881357 
1684327362696,4880922 
1684327362705,4880681 
1684327362718,4880027 
1684327362725,4879849 
1684327362736,4879341 
1684327362745,4879423 
1684327362756,4879389 
1684327362766,4879686 
1684327362776,4880164 
1684327362785,4880476 
1684327362796,4880421 
1684327362806,4879896 
1684327362817,4879298 
1684327362826,4878903 
1684327362836,4878850 
1684327362846,4879300 
1684327362856,4880354 
1684327362865,4881223 
1684327362877,4882210 
1684327362886,4882366 
1684327362896,4881849 
1684327362906,4881473 
1684327362917,4881427 
1684327362926,4881878 
1684327362936,4882702 
1684327362946,4883917 
1684327362956,4885458 
1684327362966,4886890 
1684327362976,4888154 
1684327362986,4888442 
1684327362996,4887634 
1684327363006,4886113 
1684327363018,4885079 
1684327363026,4884333 
1684327363037,4884382 
1684327363046,4884929 
1684327363057,4886252 
1684327363066,4888162 
1684327363076,4890384 
1684327363086,4892412 
1684327363099,4893775 
1684327363106,4894080 
1684327363117,4893131 
1684327363126,4891437 
1684327363136,4890543 
1684327363146,4890140 
1684327363156,4890855 
1684327363166,4892280 
1684327363178,4894573 
1684327363186,4897256 
1684327363197,4900000 
1684327363206,4901956 
1684327363217,4903114 
1684327363226,4903413 
1684327363236,4902986 
1684327363246,4901676 
1684327363256,4900234 
1684327363266,4898939 
1684327363277,4898281 
1684327363286,4897972 
1684327363296,4897805 
1684327363306,4897777 
1684327363317,4897648 
1684327363326,4898050 
1684327363336,4898145 
1684327363346,4898253 
1684327363356,4898510 
1684327363366,4898570 
1684327363377,4898106 
1684327363386,4898078 
1684327363396,4898103 
1684327363406,4898303 
1684327363417,4898517 
1684327363426,4898726 
