Timestamp,ppgIr 
1684327347246,5771735 
1684327347256,5771638 
1684327347266,5771620 
1684327347277,5771607 
1684327347286,5771273 
1684327347296,5771349 
1684327347307,5772097 
1684327347316,5772385 
1684327347326,5772283 
1684327347336,5772790 
1684327347346,5772621 
1684327347356,5773291 
1684327347366,5773551 
1684327347377,5773656 
1684327347386,5773702 
1684327347396,5773852 
1684327347407,5773699 
1684327347416,5773778 
1684327347426,5773417 
1684327347436,5773148 
1684327347446,5773266 
1684327347456,5773396 
1684327347466,5773417 
1684327347477,5773372 
1684327347486,5773585 
1684327347496,5773556 
1684327347507,5773862 
1684327347516,5774157 
1684327347526,5774368 
1684327347536,5774587 
1684327347546,5775235 
1684327347556,5775681 
1684327347566,5775616 
1684327347576,5775646 
1684327347586,5775430 
1684327347597,5774802 
1684327347607,5774268 
1684327347617,5773929 
1684327347626,5773863 
1684327347636,5773934 
1684327347646,5774120 
1684327347656,5774359 
1684327347666,5774641 
1684327347676,5774546 
1684327347686,5774258 
1684327347696,5772409 
1684327347708,5771568 
1684327347716,5772459 
1684327347726,5771560 
1684327347739,5771332 
1684327347746,5770258 
1684327347756,5768828 
1684327347766,5768856 
1684327347776,5768981 
1684327347786,5770182 
1684327347796,5772467 
1684327347807,5774771 
1684327347816,5775263 
1684327347826,5774655 
1684327347837,5773677 
1684327347846,5771906 
1684327347857,5769033 
1684327347866,5768600 
1684327347877,5771402 
1684327347886,5774703 
1684327347897,5778998 
1684327347907,5785464 
1684327347916,5792373 
1684327347926,5795560 
1684327347936,5798086 
1684327347947,5801944 
1684327347956,5807232 
1684327347966,5812774 
1684327347978,5818525 
1684327347986,5821718 
1684327347997,5823921 
1684327348008,5822494 
1684327348016,5818389 
1684327348026,5816371 
1684327348036,5817275 
1684327348046,5817458 
1684327348056,5816629 
1684327348067,5815182 
1684327348076,5814253 
1684327348086,5813934 
1684327348096,5814732 
1684327348107,5816589 
1684327348116,5819031 
1684327348126,5821655 
1684327348136,5824621 
1684327348146,5828584 
1684327348156,5833785 
1684327348166,5839920 
1684327348177,5845925 
1684327348187,5851820 
1684327348196,5856588 
1684327348207,5860576 
1684327348216,5862906 
1684327348227,5863754 
1684327348236,5864201 
1684327348246,5863937 
1684327348256,5863467 
1684327348267,5861983 
1684327348276,5860395 
1684327348286,5858973 
1684327348296,5860406 
1684327348307,5864626 
1684327348316,5873692 
1684327348326,5884099 
1684327348337,5891493 
1684327348347,5897793 
1684327348356,5904268 
1684327348367,5910162 
1684327348377,5915886 
1684327348387,5922344 
1684327348396,5928649 
1684327348407,5931034 
1684327348416,5930009 
1684327348427,5930185 
1684327348436,5931853 
1684327348446,5933284 
1684327348456,5935001 
1684327348467,5936328 
1684327348477,5936347 
1684327348487,5937159 
1684327348496,5938679 
1684327348509,5939569 
1684327348516,5939216 
1684327348527,5937076 
1684327348537,5933209 
1684327348547,5927017 
1684327348558,5918229 
1684327348567,5905433 
1684327348576,5895169 
1684327348587,5890617 
1684327348597,5891432 
1684327348608,5899739 
1684327348616,5911979 
1684327348627,5921189 
1684327348636,5928482 
1684327348647,5937012 
1684327348659,5946432 
1684327348667,5951731 
1684327348677,5951300 
1684327348687,5949196 
1684327348697,5942955 
1684327348708,5938831 
1684327348717,5931304 
1684327348727,5925283 
1684327348737,5922095 
1684327348747,5918983 
1684327348757,5914013 
1684327348767,5909358 
1684327348777,5908014 
1684327348787,5910921 
1684327348797,5915251 
1684327348808,5918878 
1684327348817,5920682 
1684327348827,5920093 
1684327348837,5917391 
1684327348847,5913843 
1684327348856,5912787 
1684327348867,5914566 
1684327348877,5918254 
1684327348887,5922462 
1684327348897,5926491 
1684327348908,5929176 
1684327348917,5931117 
1684327348927,5932190 
1684327348937,5932089 
1684327348947,5930760 
1684327348957,5928716 
1684327348967,5926554 
1684327348977,5922878 
1684327348987,5916408 
1684327348997,5909034 
1684327349009,5901524 
1684327349017,5895203 
1684327349027,5891470 
1684327349037,5890669 
1684327349047,5892339 
1684327349057,5895304 
1684327349067,5898808 
1684327349077,5902376 
1684327349087,5904391 
1684327349097,5904777 
1684327349109,5901615 
1684327349117,5897363 
1684327349127,5893125 
1684327349137,5889902 
1684327349147,5887331 
1684327349157,5885222 
1684327349167,5883644 
1684327349177,5882566 
1684327349187,5882332 
1684327349197,5884127 
1684327349209,5885928 
1684327349217,5886434 
1684327349227,5885941 
1684327349237,5884748 
1684327349247,5884151 
1684327349257,5883744 
1684327349267,5883082 
1684327349277,5882394 
1684327349287,5881349 
1684327349297,5880138 
1684327349309,5878520 
1684327349317,5877157 
1684327349327,5876834 
1684327349337,5877149 
1684327349347,5878781 
1684327349357,5880620 
1684327349367,5881856 
1684327349377,5881702 
1684327349387,5880639 
1684327349397,5879120 
1684327349408,5877288 
1684327349417,5875631 
1684327349427,5874392 
1684327349437,5873537 
1684327349447,5872220 
1684327349457,5871774 
1684327349467,5870834 
1684327349477,5870770 
1684327349487,5870742 
1684327349497,5870759 
1684327349508,5871009 
1684327349517,5871569 
1684327349527,5871883 
1684327349537,5871344 
1684327349548,5870663 
1684327349557,5869831 
1684327349567,5868969 
1684327349577,5868476 
1684327349587,5868362 
1684327349597,5868684 
1684327349609,5869554 
1684327349617,5870738 
1684327349628,5871647 
1684327349637,5871981 
1684327349647,5872124 
1684327349657,5871632 
1684327349668,5871033 
1684327349677,5870273 
1684327349688,5869561 
1684327349697,5868919 
1684327349708,5868079 
1684327349717,5868122 
1684327349727,5868368 
1684327349737,5868698 
1684327349748,5868889 
1684327349757,5869386 
1684327349768,5869368 
1684327349777,5869444 
1684327349788,5869621 
1684327349797,5869962 
1684327349809,5870588 
1684327349817,5871338 
1684327349828,5872022 
1684327349837,5872942 
1684327349847,5873762 
1684327349857,5874156 
1684327349868,5874602 
1684327349877,5874767 
1684327349889,5875264 
1684327349897,5875256 
1684327349908,5875488 
1684327349917,5875162 
1684327349928,5874565 
1684327349937,5873804 
1684327349949,5873285 
1684327349957,5873281 
1684327349967,5873428 
1684327349977,5873724 
1684327349992,5873973 
1684327349997,5874137 
1684327350008,5874322 
1684327350017,5874627 
1684327350028,5874690 
1684327350037,5874088 
1684327350049,5873681 
1684327350057,5873256 
1684327350068,5872966 
1684327350077,5872667 
1684327350088,5872692 
1684327350097,5873296 
1684327350109,5873564 
1684327350117,5873942 
1684327350129,5874304 
1684327350137,5874710 
1684327350148,5875006 
1684327350157,5875120 
1684327350169,5874811 
1684327350177,5874504 
1684327350188,5874300 
1684327350197,5874010 
1684327350208,5874053 
1684327350217,5873967 
1684327350229,5874452 
1684327350238,5874523 
1684327350248,5874521 
1684327350257,5874519 
1684327350269,5874515 
1684327350277,5874532 
1684327350289,5874339 
1684327350298,5874028 
1684327350309,5874098 
1684327350318,5874564 
1684327350328,5874445 
1684327350337,5874332 
1684327350348,5874331 
1684327350357,5874564 
1684327350368,5874641 
1684327350378,5875210 
1684327350388,5875559 
1684327350398,5875696 
1684327350409,5875725 
1684327350418,5876227 
1684327350428,5876228 
1684327350438,5876748 
1684327350448,5877166 
1684327350458,5877501 
1684327350468,5877604 
1684327350478,5877425 
1684327350488,5877213 
1684327350498,5876852 
1684327350509,5876916 
1684327350518,5876879 
1684327350528,5877002 
1684327350538,5876953 
1684327350548,5876793 
1684327350558,5877194 
1684327350568,5877570 
1684327350578,5877803 
1684327350588,5878193 
1684327350598,5878462 
1684327350609,5878859 
1684327350618,5878929 
1684327350628,5878962 
1684327350638,5878958 
1684327350648,5878595 
1684327350658,5878387 
1684327350669,5878243 
1684327350678,5878275 
1684327350688,5877959 
1684327350698,5877759 
1684327350709,5877770 
1684327350718,5877892 
1684327350728,5878029 
1684327350738,5878288 
1684327350748,5878254 
1684327350758,5878295 
1684327350768,5878122 
1684327350778,5877793 
1684327350789,5877817 
1684327350798,5877808 
1684327350811,5877691 
1684327350818,5877869 
1684327350828,5877784 
1684327350838,5877753 
1684327350849,5877941 
1684327350858,5877711 
1684327350868,5877676 
1684327350878,5877698 
1684327350889,5877601 
1684327350898,5877355 
1684327350913,5877080 
1684327350918,5877175 
1684327350928,5877083 
1684327350938,5876364 
1684327350949,5876155 
1684327350958,5875846 
1684327350968,5875795 
1684327350978,5876365 
1684327350988,5876831 
1684327350998,5877585 
1684327351009,5878213 
1684327351018,5878154 
1684327351029,5877977 
1684327351038,5877755 
1684327351048,5877237 
1684327351058,5877343 
1684327351069,5877110 
1684327351078,5876801 
1684327351089,5876838 
1684327351098,5876442 
1684327351109,5876464 
1684327351118,5876462 
1684327351128,5876720 
1684327351138,5876807 
1684327351149,5876897 
1684327351158,5877174 
1684327351168,5876965 
1684327351178,5877436 
1684327351189,5877482 
1684327351198,5877553 
1684327351209,5877422 
1684327351218,5877449 
1684327351229,5877356 
1684327351238,5877501 
1684327351248,5877296 
1684327351258,5877416 
1684327351268,5877390 
1684327351278,5877333 
1684327351288,5877172 
1684327351298,5877172 
1684327351310,5877148 
1684327351318,5876942 
1684327351329,5876538 
1684327351338,5876292 
1684327351348,5875913 
1684327351358,5875768 
1684327351369,5875730 
1684327351378,5875679 
1684327351389,5875659 
1684327351398,5875595 
1684327351409,5875335 
1684327351418,5875027 
1684327351429,5874987 
1684327351438,5874884 
1684327351448,5874518 
1684327351458,5873965 
1684327351469,5873530 
1684327351478,5873364 
1684327351489,5873089 
1684327351498,5872803 
1684327351509,5872973 
1684327351518,5873023 
1684327351529,5873097 
1684327351538,5873058 
1684327351550,5872999 
1684327351558,5872888 
1684327351569,5872580 
1684327351578,5872057 
1684327351590,5872047 
1684327351598,5872201 
1684327351609,5872611 
1684327351618,5873055 
1684327351630,5873279 
1684327351638,5873556 
1684327351649,5873470 
1684327351658,5873261 
1684327351671,5872728 
1684327351679,5872506 
1684327351691,5872124 
1684327351698,5871830 
1684327351710,5871827 
1684327351719,5871670 
1684327351729,5871602 
1684327351738,5871560 
1684327351749,5871207 
1684327351758,5871179 
1684327351769,5870993 
1684327351778,5870826 
1684327351789,5870848 
1684327351798,5870546 
1684327351809,5870264 
1684327351818,5870153 
1684327351829,5870024 
1684327351838,5869693 
1684327351849,5869409 
1684327351858,5869236 
1684327351870,5869032 
1684327351878,5868750 
1684327351890,5868777 
1684327351898,5868951 
1684327351911,5869180 
1684327351919,5869184 
1684327351930,5868992 
1684327351938,5868602 
1684327351949,5868669 
1684327351959,5868146 
1684327351969,5867730 
1684327351978,5867493 
1684327351989,5867136 
1684327351999,5866941 
1684327352010,5866737 
1684327352019,5866439 
1684327352029,5866265 
1684327352039,5865988 
1684327352049,5865575 
1684327352058,5865132 
1684327352069,5865015 
1684327352079,5864467 
1684327352089,5864188 
1684327352099,5864042 
1684327352110,5863676 
1684327352119,5863657 
1684327352129,5863268 
1684327352139,5862848 
1684327352149,5862344 
1684327352159,5862344 
1684327352169,5862023 
1684327352179,5861906 
1684327352189,5861979 
1684327352199,5861894 
1684327352210,5861694 
1684327352219,5861713 
1684327352229,5861157 
1684327352239,5861001 
1684327352249,5860739 
1684327352259,5860635 
1684327352269,5860673 
1684327352279,5860400 
1684327352289,5860289 
1684327352299,5860156 
1684327352311,5860038 
1684327352319,5859817 
1684327352329,5859436 
1684327352339,5859118 
1684327352349,5859138 
1684327352359,5858756 
1684327352370,5858907 
1684327352379,5858598 
1684327352389,5858708 
1684327352399,5858386 
1684327352410,5858316 
1684327352419,5858135 
1684327352429,5858031 
1684327352439,5858093 
1684327352449,5857822 
1684327352459,5857569 
1684327352469,5857477 
1684327352479,5857468 
1684327352489,5857410 
1684327352499,5857394 
1684327352510,5857389 
1684327352519,5857127 
1684327352530,5856998 
1684327352539,5856683 
1684327352551,5856942 
1684327352559,5856818 
1684327352569,5856687 
1684327352579,5856503 
1684327352590,5856337 
1684327352599,5856264 
1684327352610,5856454 
1684327352619,5856119 
1684327352629,5856188 
1684327352639,5855840 
1684327352649,5855737 
1684327352659,5855646 
1684327352669,5855726 
1684327352679,5855786 
1684327352689,5855678 
1684327352699,5855502 
1684327352711,5855098 
1684327352719,5854772 
1684327352729,5854519 
1684327352739,5853820 
1684327352750,5853599 
1684327352759,5853165 
1684327352769,5852896 
1684327352779,5852734 
1684327352790,5852343 
1684327352801,5852074 
1684327352810,5851644 
1684327352819,5851349 
1684327352830,5851118 
1684327352839,5851020 
1684327352849,5850888 
1684327352859,5850445 
1684327352870,5850480 
1684327352879,5850615 
1684327352889,5850488 
1684327352899,5850304 
1684327352910,5849868 
1684327352919,5849567 
1684327352929,5849410 
1684327352939,5849171 
1684327352951,5849026 
1684327352961,5848941 
1684327352969,5848993 
1684327352979,5848839 
1684327352990,5848756 
1684327352999,5848437 
1684327353010,5848214 
1684327353019,5847829 
1684327353029,5847526 
1684327353039,5847579 
1684327353050,5847547 
1684327353059,5847749 
1684327353070,5847433 
1684327353079,5847540 
1684327353089,5847533 
1684327353099,5847049 
1684327353110,5846830 
1684327353119,5846491 
1684327353129,5846759 
1684327353140,5846619 
1684327353150,5846455 
1684327353159,5846352 
1684327353170,5846387 
1684327353179,5846131 
1684327353190,5846003 
1684327353199,5845583 
1684327353210,5845225 
1684327353219,5845374 
1684327353230,5845411 
1684327353239,5845407 
1684327353250,5845546 
1684327353259,5845745 
1684327353270,5845858 
1684327353279,5845536 
1684327353290,5845505 
1684327353300,5844943 
1684327353311,5844835 
1684327353319,5844872 
1684327353330,5844803 
1684327353339,5844971 
1684327353350,5844864 
1684327353359,5844932 
1684327353370,5844912 
1684327353379,5844570 
1684327353390,5844318 
1684327353399,5843893 
1684327353410,5843896 
1684327353420,5843725 
1684327353430,5843585 
1684327353440,5843517 
1684327353450,5843153 
1684327353460,5842770 
1684327353470,5842509 
1684327353480,5842123 
1684327353490,5841654 
1684327353501,5841588 
1684327353511,5841412 
1684327353521,5841368 
1684327353530,5841092 
1684327353539,5840851 
1684327353550,5840551 
1684327353560,5840503 
1684327353570,5839936 
1684327353580,5839844 
1684327353591,5839847 
1684327353600,5839440 
1684327353610,5839347 
1684327353620,5839259 
1684327353630,5838959 
1684327353640,5838963 
1684327353650,5838763 
1684327353660,5838678 
1684327353670,5838401 
1684327353680,5838446 
1684327353690,5838006 
1684327353700,5837780 
1684327353711,5837720 
1684327353720,5837341 
1684327353730,5837393 
1684327353740,5837309 
1684327353750,5837363 
1684327353760,5837392 
1684327353770,5837271 
1684327353780,5837157 
1684327353790,5836933 
1684327353801,5836928 
1684327353811,5836863 
1684327353820,5836721 
1684327353830,5836311 
1684327353841,5836092 
1684327353850,5835902 
1684327353861,5835897 
1684327353871,5835624 
1684327353883,5835716 
1684327353890,5835811 
1684327353900,5835821 
1684327353911,5835813 
1684327353920,5835775 
1684327353930,5835518 
1684327353940,5835508 
1684327353950,5835443 
1684327353961,5835396 
1684327353970,5835308 
1684327353980,5835439 
1684327353990,5835475 
1684327354006,5835517 
1684327354011,5835348 
1684327354020,5835071 
1684327354030,5835087 
1684327354040,5835145 
1684327354050,5835032 
1684327354064,5835024 
1684327354070,5834970 
1684327354080,5834775 
1684327354090,5834588 
1684327354100,5833856 
1684327354111,5833332 
1684327354120,5833083 
1684327354130,5832715 
1684327354140,5832107 
1684327354150,5831604 
1684327354160,5831563 
1684327354170,5831479 
1684327354180,5831068 
1684327354190,5830893 
1684327354200,5830517 
1684327354211,5830161 
1684327354220,5829447 
1684327354230,5828821 
1684327354240,5828299 
1684327354250,5827537 
1684327354261,5827157 
1684327354271,5827080 
1684327354280,5826481 
1684327354290,5826411 
1684327354300,5826031 
1684327354312,5825851 
1684327354320,5825131 
1684327354330,5824878 
1684327354340,5824663 
1684327354350,5824029 
1684327354360,5823693 
1684327354370,5823580 
1684327354380,5823570 
1684327354390,5823202 
1684327354400,5823081 
1684327354411,5822412 
1684327354420,5821949 
1684327354431,5821648 
1684327354441,5821264 
1684327354450,5821175 
1684327354460,5820851 
1684327354470,5820771 
1684327354481,5820545 
1684327354491,5820148 
1684327354500,5819841 
1684327354511,5819625 
1684327354520,5819345 
1684327354530,5819474 
1684327354540,5819157 
1684327354551,5819208 
1684327354561,5819004 
1684327354570,5818634 
1684327354581,5818180 
1684327354591,5818007 
1684327354600,5817846 
1684327354611,5817897 
1684327354620,5817791 
1684327354631,5818043 
1684327354640,5817959 
1684327354650,5818086 
1684327354660,5818011 
1684327354671,5817623 
1684327354681,5817163 
1684327354690,5817062 
1684327354700,5816930 
1684327354712,5816923 
1684327354720,5817105 
1684327354731,5817311 
1684327354740,5817575 
1684327354751,5817409 
1684327354760,5817178 
1684327354771,5816806 
1684327354780,5816564 
1684327354791,5816434 
1684327354800,5816699 
1684327354811,5816999 
1684327354820,5816756 
1684327354831,5816724 
1684327354840,5816207 
1684327354851,5815532 
1684327354860,5815215 
1684327354871,5814578 
1684327354880,5814443 
1684327354891,5814432 
1684327354900,5814404 
1684327354912,5814434 
1684327354920,5814405 
1684327354931,5814725 
1684327354940,5814428 
1684327354951,5814617 
1684327354961,5814384 
1684327354971,5814382 
1684327354980,5814286 
1684327354991,5814449 
1684327355000,5814215 
1684327355012,5814182 
1684327355020,5814312 
1684327355031,5813755 
1684327355040,5813590 
1684327355051,5813190 
1684327355060,5812764 
1684327355071,5812629 
1684327355081,5812566 
1684327355091,5812611 
1684327355101,5813367 
1684327355112,5813565 
1684327355121,5813803 
1684327355131,5813948 
1684327355141,5813899 
1684327355151,5813777 
1684327355161,5813637 
1684327355171,5813382 
1684327355181,5812827 
1684327355191,5812520 
1684327355201,5812212 
1684327355212,5812175 
1684327355221,5811987 
1684327355231,5811990 
1684327355241,5812317 
1684327355251,5812039 
1684327355261,5811611 
1684327355273,5811425 
1684327355281,5811461 
1684327355291,5811490 
1684327355302,5811479 
1684327355315,5811578 
1684327355321,5811578 
1684327355331,5811171 
1684327355341,5811173 
1684327355351,5811071 
1684327355361,5811163 
1684327355371,5811141 
1684327355381,5811287 
1684327355392,5811524 
1684327355401,5811482 
1684327355412,5811274 
1684327355421,5811302 
1684327355431,5810983 
1684327355441,5810865 
1684327355451,5810742 
1684327355461,5810649 
1684327355471,5810937 
1684327355481,5810957 
1684327355491,5811253 
1684327355501,5811212 
1684327355513,5810813 
1684327355521,5810443 
1684327355531,5810361 
1684327355542,5810159 
1684327355551,5810233 
1684327355561,5809973 
1684327355571,5809710 
1684327355581,5809642 
1684327355591,5809244 
1684327355601,5808559 
1684327355612,5807885 
1684327355621,5807507 
1684327355631,5807368 
1684327355641,5806700 
1684327355651,5806360 
1684327355661,5806224 
1684327355672,5806100 
1684327355681,5805863 
1684327355691,5805688 
1684327355701,5805486 
1684327355713,5805274 
1684327355721,5804868 
1684327355731,5804516 
1684327355741,5804445 
1684327355752,5804137 
1684327355761,5803914 
1684327355771,5803710 
1684327355781,5803627 
1684327355791,5803473 
1684327355801,5803421 
1684327355812,5803456 
1684327355821,5803264 
1684327355831,5802897 
1684327355841,5802702 
1684327355851,5802657 
1684327355861,5802391 
1684327355872,5802116 
1684327355881,5802171 
1684327355891,5801917 
1684327355901,5801830 
1684327355912,5801793 
1684327355921,5801581 
1684327355931,5801664 
1684327355941,5801370 
1684327355953,5800981 
1684327355961,5801122 
1684327355971,5800806 
1684327355981,5800475 
1684327355992,5800467 
1684327356001,5800620 
1684327356012,5800652 
1684327356021,5800666 
1684327356033,5800405 
1684327356041,5800078 
1684327356052,5799911 
1684327356061,5799761 
1684327356072,5799281 
1684327356081,5799390 
1684327356091,5799539 
1684327356101,5799678 
1684327356113,5799556 
1684327356121,5799352 
1684327356131,5799109 
1684327356141,5799007 
1684327356152,5799042 
1684327356161,5798915 
1684327356171,5798973 
1684327356181,5798925 
1684327356192,5798867 
1684327356201,5798697 
1684327356212,5798671 
1684327356221,5798311 
1684327356233,5798286 
1684327356241,5798196 
1684327356252,5797796 
1684327356261,5797534 
1684327356273,5797291 
1684327356281,5797008 
1684327356292,5796581 
1684327356301,5796483 
1684327356314,5796312 
1684327356322,5796027 
1684327356332,5795424 
1684327356341,5795221 
1684327356352,5794942 
1684327356361,5794640 
1684327356372,5794376 
1684327356381,5794242 
1684327356392,5794065 
1684327356401,5794019 
1684327356413,5793583 
1684327356421,5793376 
1684327356433,5793364 
1684327356443,5793020 
1684327356452,5792954 
1684327356461,5792946 
1684327356472,5792744 
1684327356481,5792672 
1684327356492,5792624 
1684327356501,5792734 
1684327356513,5792804 
1684327356521,5792211 
1684327356532,5791877 
1684327356541,5791720 
1684327356552,5791593 
1684327356561,5791593 
1684327356573,5791433 
1684327356581,5791285 
1684327356593,5791072 
1684327356602,5791215 
1684327356612,5790831 
1684327356621,5790303 
1684327356632,5789803 
1684327356641,5789564 
1684327356652,5789445 
1684327356661,5789547 
1684327356672,5789654 
1684327356682,5789509 
1684327356692,5789369 
1684327356701,5789310 
1684327356714,5789048 
1684327356722,5789002 
1684327356732,5788914 
1684327356743,5788803 
1684327356752,5788613 
1684327356762,5788560 
1684327356773,5788659 
1684327356782,5788352 
1684327356792,5788200 
1684327356802,5788055 
1684327356813,5788160 
1684327356822,5788227 
1684327356832,5788318 
1684327356842,5788264 
1684327356852,5788264 
1684327356862,5788099 
1684327356873,5787982 
1684327356882,5787800 
1684327356892,5787795 
1684327356902,5787789 
1684327356913,5787585 
1684327356922,5787622 
1684327356933,5787557 
1684327356942,5787288 
1684327356952,5787054 
1684327356962,5786854 
1684327356972,5786251 
1684327356982,5785835 
1684327356992,5785540 
1684327357002,5785279 
1684327357013,5784931 
1684327357022,5784657 
1684327357032,5784275 
1684327357042,5784028 
1684327357053,5783661 
1684327357062,5783394 
1684327357073,5783217 
1684327357082,5782524 
1684327357093,5782542 
1684327357102,5782584 
1684327357113,5782582 
1684327357122,5782667 
1684327357133,5782860 
1684327357142,5782814 
1684327357153,5782647 
1684327357162,5782311 
1684327357172,5781810 
1684327357182,5781517 
1684327357192,5781580 
1684327357202,5781592 
1684327357213,5781449 
1684327357222,5781642 
1684327357232,5781898 
1684327357242,5782363 
1684327357253,5782830 
1684327357263,5782842 
1684327357272,5782842 
1684327357282,5783363 
1684327357292,5783839 
1684327357302,5785541 
1684327357313,5788213 
1684327357322,5791662 
1684327357332,5794807 
1684327357342,5797291 
1684327357353,5798242 
1684327357362,5797426 
1684327357372,5795931 
1684327357382,5795021 
1684327357392,5794107 
1684327357402,5793351 
1684327357413,5792843 
1684327357422,5792426 
1684327357432,5791930 
1684327357442,5791745 
1684327357452,5791392 
1684327357462,5791259 
1684327357473,5791241 
1684327357482,5790683 
1684327357492,5789843 
1684327357502,5789627 
1684327357513,5789805 
1684327357522,5789884 
1684327357532,5789822 
1684327357542,5790001 
1684327357554,5789349 
1684327357562,5788335 
1684327357572,5786961 
1684327357582,5786298 
1684327357593,5785565 
1684327357602,5785718 
1684327357613,5785936 
1684327357622,5786106 
1684327357632,5786031 
1684327357642,5786013 
1684327357652,5785834 
1684327357662,5785319 
1684327357673,5784640 
1684327357682,5784047 
1684327357692,5783494 
1684327357702,5783068 
1684327357713,5782963 
1684327357722,5783012 
1684327357732,5783107 
1684327357742,5783089 
1684327357753,5782722 
1684327357762,5782072 
1684327357774,5781547 
1684327357782,5781425 
1684327357794,5781644 
1684327357802,5781841 
1684327357813,5781912 
1684327357823,5781999 
1684327357833,5782302 
1684327357842,5782208 
1684327357853,5781897 
1684327357862,5781281 
1684327357876,5780899 
1684327357882,5780288 
1684327357892,5780414 
1684327357902,5780079 
1684327357914,5779929 
1684327357922,5779403 
1684327357933,5778890 
1684327357942,5778249 
1684327357954,5777789 
1684327357962,5777394 
1684327357973,5777181 
1684327357982,5777148 
1684327357993,5777046 
1684327358002,5776940 
1684327358013,5776711 
1684327358022,5776644 
1684327358033,5776904 
1684327358042,5777154 
1684327358053,5777582 
1684327358062,5777869 
1684327358073,5778498 
1684327358082,5779126 
1684327358093,5779371 
1684327358102,5779945 
1684327358114,5780726 
1684327358122,5782286 
1684327358133,5783586 
1684327358142,5783951 
1684327358153,5783980 
1684327358163,5783426 
1684327358173,5782755 
1684327358183,5782940 
1684327358193,5783435 
1684327358202,5784687 
1684327358213,5785847 
1684327358222,5786937 
1684327358233,5786942 
1684327358243,5786985 
1684327358254,5786603 
1684327358263,5786315 
1684327358273,5785674 
1684327358283,5785880 
1684327358293,5786081 
1684327358302,5786290 
1684327358315,5786651 
1684327358323,5786806 
1684327358333,5786981 
1684327358343,5787217 
1684327358354,5787187 
1684327358363,5787578 
1684327358373,5787969 
1684327358383,5788421 
1684327358393,5788639 
1684327358403,5789095 
1684327358414,5789145 
1684327358423,5789029 
1684327358433,5788366 
1684327358443,5787590 
1684327358453,5787298 
1684327358463,5787046 
1684327358473,5787392 
1684327358483,5787337 
1684327358493,5787421 
1684327358503,5787560 
1684327358514,5787768 
1684327358523,5787237 
1684327358533,5786965 
1684327358543,5786227 
1684327358553,5785800 
1684327358563,5786155 
1684327358573,5786709 
1684327358583,5787163 
1684327358593,5787854 
1684327358603,5787704 
1684327358615,5787529 
1684327358623,5786910 
1684327358633,5786926 
1684327358643,5786770 
1684327358654,5786954 
1684327358663,5787293 
1684327358674,5787486 
1684327358683,5787578 
1684327358693,5787387 
1684327358703,5787375 
1684327358714,5787437 
1684327358723,5787476 
1684327358734,5787689 
1684327358743,5788007 
1684327358753,5788233 
1684327358763,5788300 
1684327358773,5788186 
1684327358783,5787954 
1684327358794,5787865 
1684327358803,5788077 
1684327358814,5788430 
1684327358823,5789022 
1684327358833,5789613 
1684327358843,5790230 
1684327358853,5789808 
1684327358863,5789606 
1684327358873,5789551 
1684327358883,5789576 
1684327358893,5790020 
1684327358903,5790164 
1684327358914,5790362 
1684327358923,5790624 
1684327358933,5790425 
1684327358943,5789914 
1684327358953,5789567 
1684327358963,5789396 
1684327358973,5789591 
1684327358983,5790437 
1684327358994,5791025 
1684327359003,5791522 
1684327359014,5792302 
1684327359023,5792617 
1684327359033,5792352 
1684327359043,5792151 
1684327359053,5792565 
1684327359063,5792669 
1684327359073,5793405 
1684327359083,5794722 
1684327359094,5795563 
1684327359103,5796599 
1684327359114,5797672 
1684327359123,5798419 
1684327359133,5799059 
1684327359143,5799598 
1684327359154,5799961 
1684327359163,5800528 
1684327359174,5801553 
1684327359183,5803526 
1684327359194,5805708 
1684327359203,5807733 
1684327359214,5808869 
1684327359223,5810176 
1684327359234,5810728 
1684327359243,5811715 
1684327359253,5812120 
1684327359263,5812758 
1684327359274,5812634 
1684327359283,5812143 
1684327359294,5811421 
1684327359303,5810994 
1684327359314,5811297 
1684327359323,5811976 
1684327359333,5812509 
1684327359343,5812841 
1684327359354,5812688 
1684327359363,5812329 
1684327359373,5811671 
1684327359384,5811315 
1684327359394,5811366 
1684327359403,5811199 
1684327359414,5811107 
1684327359423,5810650 
1684327359434,5810683 
1684327359443,5810382 
1684327359453,5811014 
1684327359463,5811456 
1684327359474,5811577 
1684327359483,5811710 
1684327359494,5811420 
1684327359503,5811066 
1684327359515,5811105 
1684327359523,5811075 
1684327359534,5811197 
1684327359543,5811316 
1684327359554,5811161 
1684327359563,5811358 
1684327359574,5811427 
1684327359583,5811738 
1684327359594,5812092 
1684327359603,5812427 
1684327359614,5812436 
1684327359623,5812503 
1684327359634,5812559 
1684327359644,5812499 
1684327359654,5812815 
1684327359663,5812550 
1684327359674,5812889 
1684327359684,5812944 
1684327359694,5813194 
1684327359704,5813763 
1684327359715,5813789 
1684327359724,5813628 
1684327359734,5813448 
1684327359744,5812947 
1684327359754,5812881 
1684327359764,5812836 
1684327359774,5812991 
1684327359784,5812346 
1684327359796,5812020 
1684327359804,5811709 
1684327359814,5811717 
1684327359824,5811559 
1684327359834,5810977 
1684327359844,5810470 
1684327359854,5809664 
1684327359865,5808361 
1684327359874,5807796 
1684327359884,5807185 
1684327359894,5807189 
1684327359903,5807075 
1684327359915,5806762 
1684327359924,5806870 
1684327359934,5807010 
1684327359944,5807190 
1684327359954,5807000 
